RSTA-RXN RSTB-RXN
RIBULP3EPIM-RXN 1TRANSKETO-RXN
RIBULPEPIM-RXN 1TRANSKETO-RXN
2.7.10.1-RXN PROTEIN-TYROSINE-PHOSPHATASE-RXN
2.7.10.2-RXN PROTEIN-TYROSINE-PHOSPHATASE-RXN
PHOSNACMURPENTATRANS-RXN UDP-NACMURALGLDAPAALIG-RXN
MALTODEG-RXN 3.2.1.21-RXN
RXN0-6372 3.2.1.21-RXN
RXN0-6373 3.2.1.21-RXN
AMYLOMALT-RXN 3.2.1.21-RXN
RXN-12402 3.2.1.21-RXN
ALDOSE-1-EPIMERASE-RXN 3.2.1.21-RXN
GLUCDEHYDROG-RXN 3.2.1.21-RXN
TRANS-RXN-157 3.2.1.21-RXN
GLUCOKIN-RXN 3.2.1.21-RXN
RXN0-6418 3.2.1.21-RXN
RXN0-4223 2.7.7.8-RXN
TRNA-NUCLEOTIDYLTRANSFERASE-RXN 2.7.7.8-RXN
DNA-DIRECTED-RNA-POLYMERASE-RXN 2.7.7.8-RXN
RXN0-4701 2.7.7.8-RXN
RXN0-5361 2.7.7.8-RXN
NUCLEOSIDE-DIPHOSPHATASE-RXN 2.7.7.8-RXN
CYTDEAM-RXN RXN0-361
RIBOKIN-RXN RXN0-361
R148-RXN RXN0-361
TRANS-RXN-116 RXN0-361
RXN0-5305 RXN0-361
INOSINE-NUCLEOSIDASE-RXN RXN0-361
RIBOKIN-RXN RXN0-363
XANPRIBOSYLTRAN-RXN RXN0-363
RXN0-901 RXN0-363
R148-RXN RXN0-363
RXN-7682 RXN0-363
RXN0-5305 RXN0-363
INOSINE-NUCLEOSIDASE-RXN RXN0-363
RXN-5076 RXN0-363
XANTHOSINEPHOSPHORY-RXN RXN0-363
ACSERLY-RXN CITC-RXN
ACECOATRANS-RXN CITC-RXN
ACETOACETYL-COA-TRANSFER-RXN CITC-RXN
CITTRANS-RXN CITC-RXN
ACETATEKIN-RXN CITC-RXN
RXN0-1981 CITC-RXN
RXN0-5414 CITC-RXN
LTAA-RXN RXN0-5507
RXN0-3962 RXN0-5507
RXN0-6575 RXN0-5507
ALCOHOL-DEHYDROG-RXN RXN0-5507
RXN0-5234 RXN0-5507
MHPELY-RXN RXN0-5507
DEOXYRIBOSE-P-ALD-RXN RXN0-5507
RXN0-2022 RXN0-5507
RXN0-6526 RXN0-5509
RXN0-6527 RXN0-5509
RXN0-6528 RXN0-5509
RXN0-6529 RXN0-5509
3.1.27.6-RXN RXN0-5509
RXN0-6523 RXN0-5509
BETA-PHOSPHOGLUCOMUTASE-RXN RXN-10639
TORS850-RXN TORSASP-RXN
RXN-9555 RXN-9558
RXN-9558 RXN-9557
RXN-9557 RXN-9556
HOMOCYSMETB12-RXN RXN0-5501
HOMOCYSMET-RXN RXN0-5501
DIHYDROXYMETVALDEHYDRAT-RXN ACETOOHBUTREDUCTOISOM-RXN
DMBPPRIBOSYLTRANS-RXN NICONUCADENYLYLTRAN-RXN
RXN0-2943 DHBDEHYD-RXN
DHBAMPLIG-RXN DHBDEHYD-RXN
RXN0-6442 DHBDEHYD-RXN
ENTMULTI-RXN DHBDEHYD-RXN
2-OCTAPRENYLPHENOL-HYDROX-RXN 3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
GLYCINE--TRNA-LIGASE-RXN GLYRIBONUCSYN-RXN
LTAA-RXN GLYRIBONUCSYN-RXN
AKBLIG-RXN GLYRIBONUCSYN-RXN
GCVMULTI-RXN GLYRIBONUCSYN-RXN
RXN0-5234 GLYRIBONUCSYN-RXN
RXN0-1641 GLYRIBONUCSYN-RXN
GLYOHMETRANS-RXN GLYRIBONUCSYN-RXN
PHENYLSERINE-ALDOLASE-RXN GLYRIBONUCSYN-RXN
RXN0-6470 GLYRIBONUCSYN-RXN
RXN0-6563 GLYRIBONUCSYN-RXN
GART-RXN GLYRIBONUCSYN-RXN
GLUTATHIONE-SYN-RXN GLYRIBONUCSYN-RXN
GARTRANSFORMYL2-RXN GLYRIBONUCSYN-RXN
TRANS-RXN-62B GLYRIBONUCSYN-RXN
GCVP-RXN GLYRIBONUCSYN-RXN
CROBETREDUCT-RXN RXN0-3561
RXN0-6705 RXN-9549
GDPPYPHOSKIN-RXN PPGPPSYN-RXN
RXN0-748 PPGPPSYN-RXN
GDPKIN-RXN PPGPPSYN-RXN
GUANYL-KIN-RXN PPGPPSYN-RXN
GUANOSINE-DIPHOSPHATASE-RXN PPGPPSYN-RXN
GDPREDUCT-RXN PPGPPSYN-RXN
NRIDEPHOS-RXN NRIPHOS-RXN
NRIIPHOS-RXN NRIPHOS-RXN
REDUCEDFE-S-RXN MEN-FE-RXN
FMN-OX-RXN MEN-FE-RXN
MENCYT-RXN MEN-FE-RXN
FAD-OX-RXN MEN-FE-RXN
UDPGLCNACEPIM-RXN UDPMANNACADEHYDROG-RXN
UDPMANACATRANS-RXN UDPMANNACADEHYDROG-RXN
UDPMANNACADEHYDROG-RXN UDPGLCNACEPIM-RXN
NACGLCTRANS-RXN UDPGLCNACEPIM-RXN
GLCNACPTRANS-RXN UDPGLCNACEPIM-RXN
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN UDPGLCNACEPIM-RXN
UDPNACETYLGLUCOSAMACYLTRANS-RXN UDPGLCNACEPIM-RXN
RXN0-5413 UDPGLCNACEPIM-RXN
RXN0-267 ADPREDUCT-RXN
1.8.4.13-RXN ADPREDUCT-RXN
RIBONUCLEOSIDE-DIP-REDUCTI-RXN ADPREDUCT-RXN
RXN0-5468 ADPREDUCT-RXN
THIOREDOXIN-REDUCT-NADPH-RXN ADPREDUCT-RXN
THIOREDOXIN-RXN ADPREDUCT-RXN
GDPREDUCT-RXN ADPREDUCT-RXN
1.8.4.12-RXN ADPREDUCT-RXN
CDPREDUCT-RXN ADPREDUCT-RXN
UDPREDUCT-RXN ADPREDUCT-RXN
RXN0-6385 ADPREDUCT-RXN
1.8.4.8-RXN ADPREDUCT-RXN
RXN0-6277 ADPREDUCT-RXN
RXN-8668 ADPREDUCT-RXN
1.8.4.14-RXN ADPREDUCT-RXN
DADPKIN-RXN ADPREDUCT-RXN
ENTF-RXN ENTMULTI-RXN
TRANS-RXN0-496 ENTMULTI-RXN
DHBAMPLIG-RXN ENTMULTI-RXN
TRANS-RXN-71 ENTMULTI-RXN
SERINE--TRNA-LIGASE-RXN ENTMULTI-RXN
PHOSPHASERSYN-RXN ENTMULTI-RXN
RXN0-6442 ENTMULTI-RXN
SERINE-O-ACETTRAN-RXN ENTMULTI-RXN
TRNA-S-TRANSFERASE-RXN ENTMULTI-RXN
RXN0-1661 ENTMULTI-RXN
ENTG-RXN ENTMULTI-RXN
GLYOHMETRANS-RXN ENTMULTI-RXN
RXN0-2201 ENTMULTI-RXN
RXN0-2382 ENTMULTI-RXN
TRYPSYN-RXN ENTMULTI-RXN
RXN0-2943 ENTMULTI-RXN
RXN0-8 ENTMULTI-RXN
RXN0-4083 ENTMULTI-RXN
RXN0-2161 ENTMULTI-RXN
RXN0-5289 KDGALDOL-RXN
TSA-REDUCT-RXN KDGALDOL-RXN
RXN0-305 KDGALDOL-RXN
RXN0-1401 RXN0-1402
RIBOKIN-RXN RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN
R148-RXN RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN
RXN0-5305 RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN
INOSINE-NUCLEOSIDASE-RXN RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN CYT-ACC-RXN
THTOREDUCT-RXN CYT-ACC-RXN
RXN0-1 CYT-ACC-RXN
RXN-11319 CYT-ACC-RXN
GLYCOLATEDEHYDRO-RXN CYT-ACC-RXN
RXN-12120 CYT-ACC-RXN
SELENOCYSTEINE-LYASE-RXN CYT-ACC-RXN
1.2.99.7-RXN CYT-ACC-RXN
UBIQUINOL-OX-RXN CYT-ACC-RXN
CYTC-RED-RXN CYT-ACC-RXN
RXN0-6371 CYT-ACC-RXN
HYDROXYLAMINE-REDUCTASE-RXN CYT-ACC-RXN
MENCYT-RXN CYT-ACC-RXN
RXN0-6461 CYT-ACC-RXN
DMKCYT-RXN CYT-ACC-RXN
CROBETREDUCT-RXN CYT-ACC-RXN
RXN0-2101 CYT-ACC-RXN
FORMYLTHFDEFORMYL-RXN GART-RXN
GCVMULTI-RXN GART-RXN
DIHYDROFOLATEREDUCT-RXN GART-RXN
FORMATETHFLIG-RXN GART-RXN
AICARTRANSFORM-RXN GART-RXN
HOMOCYSMETB12-RXN GART-RXN
GLYOHMETRANS-RXN GART-RXN
FGAMSYN-RXN GART-RXN
GCVT-RXN GART-RXN
METHENYLTHFCYCLOHYDRO-RXN GART-RXN
GARTRANSFORMYL2-RXN GART-RXN
GLYRIBONUCSYN-RXN GART-RXN
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN GART-RXN
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN GART-RXN
RXN0-1862 GART-RXN
RXN-2881 GART-RXN
PRPPSYN-RXN RXN0-1401
XANPRIBOSYLTRAN-RXN RXN0-1401
URACIL-PRIBOSYLTRANS-RXN RXN0-1401
NICOTINATEPRIBOSYLTRANS-RXN RXN0-1401
PRTRANS-RXN RXN0-1401
HYPOXANPRIBOSYLTRAN-RXN RXN0-1401
OROPRIBTRANS-RXN RXN0-1401
PRPPAMIDOTRANS-RXN RXN0-1401
QUINOPRIBOTRANS-RXN RXN0-1401
ATPPHOSPHORIBOSYLTRANS-RXN RXN0-1401
GUANPRIBOSYLTRAN-RXN RXN0-1401
PHOSICITDEHASE-RXN DEPHOSICITDEHASE-RXN
RIBONUCLEOSIDE-DIP-REDUCTII-RXN RXN0-748
GMKALT-RXN RXN0-748
DGDPKIN-RXN RXN0-748
THIKIN-RXN RXN0-3542
THI-P-KIN-RXN RXN0-3542
THI-P-SYN-RXN RXN0-3542
FLAVONADPREDUCT-RXN RXN0-746
RXN-11410 RXN0-746
DGTPTRIPHYDRO-RXN RXN0-746
RIBONUCLEOSIDE-TRIP-REDUCT-RXN RXN0-746
NRDACTMULTI-RXN RXN0-746
RXN0-385 RXN0-746
PYRIMSYN1-RXN RXN0-3543
OHMETPYRKIN-RXN RXN0-3543
PYRIMSYN3-RXN RXN0-3543
2TRANSKETO-RXN RIBULPEPIM-RXN
1TRANSKETO-RXN RIBULPEPIM-RXN
RIBULP3EPIM-RXN RIBULPEPIM-RXN
RIBONUCLEOSIDE-DIP-REDUCTII-RXN RXN0-747
ADPREDUCT-RXN RXN0-747
DADPKIN-RXN RXN0-747
RXN0-5039 3.1.21.1-RXN
RXN0-2605 3.1.21.1-RXN
FLAVONADPREDUCT-RXN RXN0-745
RIBONUCLEOSIDE-TRIP-REDUCT-RXN RXN0-745
NRDACTMULTI-RXN RXN0-745
RXN0-384 RXN0-745
RXN0-743 RXN0-742
SAICARSYN-RXN RXN0-743
RNTRACTIV-RXN RXN0-949
PYRIMSYN1-RXN RXN0-949
RXN0-6550 RXN0-949
RXN0-5063 RXN0-949
RXN-8655 RXN0-949
NRDACTMULTI-RXN RXN0-949
TRANS-RXN-113 MANNONDEHYDRAT-RXN
DEOXYGLUCONOKIN-RXN MANNONDEHYDRAT-RXN
DHDOGALDOL-RXN MANNONDEHYDRAT-RXN
RXN0-5389 TRANS-RXN0-495
RXN0-5130 TRANS-RXN0-495
RXN0-1661 TRANS-RXN0-496
ENTMULTI-RXN TRANS-RXN0-496
RXN0-8 TRANS-RXN0-496
ENTG-RXN TRANS-RXN0-496
R185-RXN PHEAMINOTRANS-RXN
TRANS-RXN-56 PHEAMINOTRANS-RXN
PHENYLALANINE--TRNA-LIGASE-RXN PHEAMINOTRANS-RXN
NADH-DEHYDROG-A-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
FUMHYDR-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-5268 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
GLUCDEHYDROG-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-5244 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-5258 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
TRANS-RXN0-237 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-6369 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-5266 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
TRANS-RXN-106 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-6373 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
ARGSUCCINLYA-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN-12352 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
R601-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
ASPARTASE-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN-11496 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-5330 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-6491 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
TRANS-RXN-121B SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN-9772 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
PREPHENATEDEHYDRAT-RXN CHORISMATEMUT-RXN
PREPHENATEDEHYDROG-RXN CHORISMATEMUT-RXN
DIHYDROFOLATEREDUCT-RXN DIHYDROFOLATESYNTH-RXN
RXN0-949 RXN0-947
RXN-9527 RXN0-947
RXN0-5098 RXN0-947
RXN-5741 RXN0-947
RXN-8655 RXN0-947
GLYC3PDEHYDROG-RXN F16ALDOLASE-RXN
1TRANSKETO-RXN F16ALDOLASE-RXN
TRANSALDOL-RXN F16ALDOLASE-RXN
F16BDEPHOS-RXN F16ALDOLASE-RXN
DXS-RXN F16ALDOLASE-RXN
FUCPALDOL-RXN F16ALDOLASE-RXN
RXN0-2381 F16ALDOLASE-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN F16ALDOLASE-RXN
RXN0-5257 F16ALDOLASE-RXN
QUINOLINATE-SYNTHA-RXN F16ALDOLASE-RXN
TAGAALDOL-RXN F16ALDOLASE-RXN
DEOXYRIBOSE-P-ALD-RXN F16ALDOLASE-RXN
2TRANSKETO-RXN F16ALDOLASE-RXN
DARABALDOL-RXN F16ALDOLASE-RXN
TRIOSEPISOMERIZATION-RXN F16ALDOLASE-RXN
R137-RXN F16ALDOLASE-RXN
RXN0-313 F16ALDOLASE-RXN
GLYC3PDEHYDROGBIOSYN-RXN F16ALDOLASE-RXN
RHAMNULPALDOL-RXN F16ALDOLASE-RXN
METHGLYSYN-RXN F16ALDOLASE-RXN
GAPOXNPHOSPHN-RXN F16ALDOLASE-RXN
MHPHYDROXY-RXN RXN0-2841
TRANS-RXN-61 RXN0-2841
INOSINEKIN-RXN RXN-7607
INOPHOSPHOR-RXN RXN-7607
TRANS-RXN-108G RXN-7607
INOSINE-NUCLEOSIDASE-RXN RXN-7607
RXN0-18 RXN-7607
MALTODEG-RXN RXN0-1741
MALTACETYLTRAN-RXN RXN0-1741
AMYLOMALT-RXN RXN0-1741
ABC-16-RXN RXN0-1741
RIBONUCLEOSIDE-DIP-REDUCTI-RXN UDPREDUCT-RXN
1.8.4.12-RXN UDPREDUCT-RXN
RXN0-6385 UDPREDUCT-RXN
RXN0-6277 UDPREDUCT-RXN
THIOREDOXIN-REDUCT-NADPH-RXN UDPREDUCT-RXN
RXN-8668 UDPREDUCT-RXN
ADPREDUCT-RXN UDPREDUCT-RXN
DUDPKIN-RXN UDPREDUCT-RXN
RXN0-5199 RXN-7609
GUANOSINEKIN-RXN RXN-7609
RXN0-22 RXN-7609
TRANS-RXN-29A TRANS-RXN0-490
TRANS-RXN-92 TRANS-RXN0-493
TRANS-RXN-44 TRANS-RXN0-493
RXN0-2561 TRANS-RXN0-493
RXN0-268 PROPIONATE--COA-LIGASE-RXN
PROPIONYL-COA-CARBOXY-RXN PROPIONATE--COA-LIGASE-RXN
2-METHYLCITRATE-SYNTHASE-RXN PROPIONATE--COA-LIGASE-RXN
HYDGLUTSYN-RXN PROPIONATE--COA-LIGASE-RXN
PTAALT-RXN PROPIONATE--COA-LIGASE-RXN
PHENDEHYD-RXN AMINEPHEN-RXN
3.4.23.43-RXN 3.4.21.89-RXN
RXN0-3201 3.4.21.89-RXN
3.5.1.28-RXN 3.4.21.89-RXN
3.4.11.1-RXN 3.4.21.89-RXN
3.4.21.92-RXN 3.4.21.89-RXN
RXN0-5103 3.4.21.89-RXN
3.4.21.87-RXN 3.4.21.89-RXN
RXN0-3261 3.4.21.89-RXN
RXN0-5052 3.4.21.89-RXN
RXN0-5051 3.4.21.89-RXN
RXN0-5204 3.4.21.89-RXN
3.4.24.70-RXN 3.4.21.89-RXN
3.4.21.53-RXN 3.4.21.89-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.21.89-RXN
3.4.24.55-RXN 3.4.21.89-RXN
3.4.21.102-RXN 3.4.21.89-RXN
ABC-22-RXN 3.4.21.89-RXN
3.4.21.83-RXN 3.4.21.89-RXN
3.4.11.9-RXN 3.4.21.89-RXN
RXN0-3221 3.4.21.89-RXN
PHOSNACMURPENTATRANS-RXN RXN0-2001
RXN0-3521 RXN0-2001
GLCNACPTRANS-RXN RXN0-2001
RXN0-5383 RXN0-2001
RXN0-6385 ABC-7-RXN
THIOSULFATE-SULFURTRANSFERASE-RXN ABC-7-RXN
OHACYL-COA-DEHYDROG-RXN OHBUTYRYL-COA-EPIM-RXN
ENOYL-COA-HYDRAT-RXN OHBUTYRYL-COA-EPIM-RXN
1TRANSKETO-RXN TRANSALDOL-RXN
SORB6PDEHYDROG-RXN TRANSALDOL-RXN
L-GLN-FRUCT-6-P-AMINOTRANS-RXN TRANSALDOL-RXN
DXS-RXN TRANSALDOL-RXN
RXN0-2381 TRANSALDOL-RXN
RXN0-6541 TRANSALDOL-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN TRANSALDOL-RXN
MANNPDEHYDROG-RXN TRANSALDOL-RXN
TAGAALDOL-RXN TRANSALDOL-RXN
PGLUCISOM-RXN TRANSALDOL-RXN
DEOXYRIBOSE-P-ALD-RXN TRANSALDOL-RXN
6PFRUCTPHOS-RXN TRANSALDOL-RXN
MANNPISOM-RXN TRANSALDOL-RXN
GLUCOSAMINE-6-P-DEAMIN-RXN TRANSALDOL-RXN
RXN0-4301 TRANSALDOL-RXN
F16ALDOLASE-RXN TRANSALDOL-RXN
2TRANSKETO-RXN TRANSALDOL-RXN
TRIOSEPISOMERIZATION-RXN TRANSALDOL-RXN
RXN0-313 TRANSALDOL-RXN
GAPOXNPHOSPHN-RXN TRANSALDOL-RXN
ERYTH4PDEHYDROG-RXN TRANSALDOL-RXN
DAHPSYN-RXN TRANSALDOL-RXN
RFFTRANS-RXN DTDPDEHYDRHAMEPIM-RXN
DTDPRHAMSYNTHMULTI-RXN DTDPDEHYDRHAMEPIM-RXN
DTDPDEHYRHAMREDUCT-RXN DTDPDEHYDRHAMEPIM-RXN
DTDPGLUCDEHYDRAT-RXN DTDPDEHYDRHAMEPIM-RXN
TRANS-RXN-68 RXN0-963
GLU6PDEHYDROG-RXN RXN0-963
RXN-1961 RXN0-963
ABC-3-RXN RXN0-963
TRANS-RXN-58 RXN0-963
RXN0-5192 RXN0-963
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN RXN0-963
PGLUCISOM-RXN RXN0-963
TRANS-RXN-33 RXN0-963
UHPC-RXN RXN0-963
LYSINE--TRNA-LIGASE-RXN RXN0-963
LYSDECARBOX-RXN RXN0-963
RXN0-5344 RXN0-963
BETA-PHOSPHOGLUCOMUTASE-RXN RXN0-963
RXN0-963 RXN0-962
RXN0-6941 RXN0-1721
DIAMINOPIMDECARB-RXN RXN0-961
DIAMINOPIMEPIM-RXN RXN0-961
UDP-NACMURALGLDAPLIG-RXN RXN0-961
RXN0-5228 RXN0-961
RXN0-6564 PSERTRANSAMPYR-RXN
1.1.1.262-RXN PSERTRANSAMPYR-RXN
KDO-8PPHOSPHAT-RXN KDO-8PSYNTH-RXN
TRANS-RXN0-417 RXN0-4841
TRANS-RXN0-418 RXN0-4841
RXN0-962 RXN0-4841
KETOBUTFORMLY-RXN THREDEHYD-RXN
METBALT-RXN THREDEHYD-RXN
RXN0-5200 THREDEHYD-RXN
ACETOOHBUTSYN-RXN THREDEHYD-RXN
GSPAMID-RXN GSPSYN-RXN
ACETOINDEHYDROG-A-RXN RXN0-2022
ABC-34-RXN GLYC3PDEHYDROG-RXN
FUCPALDOL-RXN GLYC3PDEHYDROG-RXN
RXN0-5257 GLYC3PDEHYDROG-RXN
RXN0-5258 GLYC3PDEHYDROG-RXN
QUINOLINATE-SYNTHA-RXN GLYC3PDEHYDROG-RXN
TAGAALDOL-RXN GLYC3PDEHYDROG-RXN
TRANS-RXN-22 GLYC3PDEHYDROG-RXN
F16ALDOLASE-RXN GLYC3PDEHYDROG-RXN
RXN-1381 GLYC3PDEHYDROG-RXN
DARABALDOL-RXN GLYC3PDEHYDROG-RXN
TRIOSEPISOMERIZATION-RXN GLYC3PDEHYDROG-RXN
R140-RXN GLYC3PDEHYDROG-RXN
RXN0-5260 GLYC3PDEHYDROG-RXN
GLYC3PDEHYDROGBIOSYN-RXN GLYC3PDEHYDROG-RXN
RXN-10462 GLYC3PDEHYDROG-RXN
PHOSPHAGLYPSYN-RXN GLYC3PDEHYDROG-RXN
RHAMNULPALDOL-RXN GLYC3PDEHYDROG-RXN
METHGLYSYN-RXN GLYC3PDEHYDROG-RXN
RXN0-5309 GLYC3PDEHYDROG-RXN
METHYLENETHFDEHYDROG-NADP-RXN GCVMULTI-RXN
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN GCVMULTI-RXN
THYMIDYLATESYN-RXN GCVMULTI-RXN
1.5.1.20-RXN GCVMULTI-RXN
GLYOHMETRANS-RXN GCVMULTI-RXN
LYSOPHOSPHOLIPASE-RXN ACYLPHOSPHATASE-RXN
ALDEHYDE-DEHYDROGENASE-NADP+-RXN ACYLPHOSPHATASE-RXN
CARBOXYLESTERASE-RXN ACYLPHOSPHATASE-RXN
1.2.99.7-RXN ACYLPHOSPHATASE-RXN
ACYL-COA-HYDROLASE-RXN ACYLPHOSPHATASE-RXN
3.4.13.21-RXN 3.4.11.4-RXN
3.4.11.1-RXN 3.4.11.4-RXN
RXN0-5052 3.4.11.4-RXN
RXN0-5051 3.4.11.4-RXN
R15-RXN 3.4.11.4-RXN
TRANS-RXN0-288 3.4.11.4-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.11.4-RXN
3.4.13.9-RXN 3.4.11.4-RXN
3.4.15.5-RXN 3.4.11.4-RXN
3.4.13.18-RXN 3.4.11.4-RXN
RXN0-3241 3.4.11.4-RXN
ABC-8-RXN 3.4.11.4-RXN
RXN0-268 RXN-3641
RXN0-1147 RXN-3641
TETHYDPICSUCC-RXN RXN-3641
METHYLMALONYL-COA-MUT-RXN RXN-3641
HOMSUCTRAN-RXN RXN-3641
ARGININE-N-SUCCINYLTRANSFERASE-RXN RXN-3641
RXN0-279 RXN0-2061
ALARACECAT-RXN RXN0-2061
UDP-NACMURALGLDAPAALIG-RXN RXN0-2061
SELENOCYSTEINE-LYASE-RXN RXN0-2061
RXN0-5230 RXN0-2061
VALINE-PYRUVATE-AMINOTRANSFER-RXN RXN0-2061
TRANS-RXN-125 RXN0-2061
RXN-12588 RXN0-2061
RXN0-5202 RXN0-2061
RXN-11362 RXN0-2061
THIFIS-RXN RXN0-2061
7KAPSYN-RXN RXN0-2061
ALANINE--TRNA-LIGASE-RXN RXN0-2061
RXN-11484 RXN0-2061
TRANS-RXN0-469 RXN0-2061
UDP-NACMUR-ALA-LIG-RXN RXN0-2061
RXN-1623 RXN-10462
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN RXN-10462
TRANS-RXN-242 HOMOSERDEHYDROG-RXN
HOMSUCTRAN-RXN HOMOSERDEHYDROG-RXN
HOMOSERKIN-RXN HOMOSERDEHYDROG-RXN
3.4.13.21-RXN 3.4.13.18-RXN
3.4.11.1-RXN 3.4.13.18-RXN
3.4.11.4-RXN 3.4.13.18-RXN
RXN0-5052 3.4.13.18-RXN
RXN0-5051 3.4.13.18-RXN
R15-RXN 3.4.13.18-RXN
TRANS-RXN0-288 3.4.13.18-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.13.18-RXN
3.4.13.9-RXN 3.4.13.18-RXN
3.4.15.5-RXN 3.4.13.18-RXN
RXN0-3241 3.4.13.18-RXN
ABC-8-RXN 3.4.13.18-RXN
UDP-NACMURALGLDAPLIG-RXN UDP-NACMURALA-GLU-LIG-RXN
DIHYDROFOLATEREDUCT-RXN THYMIDYLATESYN-RXN
DTMPKI-RXN THYMIDYLATESYN-RXN
THTOREDUCT-RXN 1.2.99.7-RXN
RXN0-1 1.2.99.7-RXN
CHD-RXN 1.2.99.7-RXN
RXN-6081 1.2.99.7-RXN
RXN-821 1.2.99.7-RXN
RXN-10981 1.2.99.7-RXN
GLYCOLATEDEHYDRO-RXN 1.2.99.7-RXN
RXN-12120 1.2.99.7-RXN
SELENOCYSTEINE-LYASE-RXN 1.2.99.7-RXN
ALDEHYDE-DEHYDROGENASE-NADP+-RXN 1.2.99.7-RXN
ALCOHOL-DEHYDROG-GENERIC-RXN 1.2.99.7-RXN
HYDROXYLAMINE-REDUCTASE-RXN 1.2.99.7-RXN
RXN0-6461 1.2.99.7-RXN
RXN0-2101 1.2.99.7-RXN
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN 1.2.99.7-RXN
LYSOPHOSPHOLIPASE-RXN 1.2.99.7-RXN
RXN-11319 1.2.99.7-RXN
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN 1.2.99.7-RXN
ACYL-COA-HYDROLASE-RXN 1.2.99.7-RXN
RXN0-3281 1.2.99.7-RXN
CYT-ACC-RXN 1.2.99.7-RXN
RXN0-6371 1.2.99.7-RXN
CARBOXYLESTERASE-RXN 1.2.99.7-RXN
CROBETREDUCT-RXN 1.2.99.7-RXN
L-LACTDEHYDROGFMN-RXN 1.2.99.7-RXN
2TRANSKETO-RXN XYLULOKIN-RXN
1TRANSKETO-RXN XYLULOKIN-RXN
RIBULPEPIM-RXN XYLULOKIN-RXN
RIBULP3EPIM-RXN XYLULOKIN-RXN
RXN0-6513 RXN0-2044
RXN-3641 RXN0-2044
RXN0-6510 RXN0-2042
PHOR-RXN PHOBR-RXN
PHOBCREC-RXN PHOBR-RXN
RXN0-5223 PGPPHOSPHA-RXN
RXN0-20 PGPPHOSPHA-RXN
PHOSPHAGLYPSYN-RXN PGPPHOSPHA-RXN
CARDIOLIPSYN-RXN PGPPHOSPHA-RXN
PGLYCEROLTRANSI-RXN PGPPHOSPHA-RXN
RXN-8348 ABC-19-RXN
RXN0-7 ABC-19-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN DEHYDDEOXGALACTKIN-RXN
RXN0-267 RIBONUCLEOSIDE-DIP-REDUCTI-RXN
1.8.4.13-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
RXN0-1 RIBONUCLEOSIDE-DIP-REDUCTI-RXN
RXN0-5468 RIBONUCLEOSIDE-DIP-REDUCTI-RXN
THIOREDOXIN-REDUCT-NADPH-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
THIOREDOXIN-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
